产品网址：https://www.e-motionsupply.cn/pr.jsp?_pp=0_718_579
产品结构：当前位置：首页->备件库存_开箱产品

|产品名称|产品型号|功能描述|
XGB系列
XGT系列
K120S系列
连接附件和电缆
Smart I/O系列
K200S系列
通用控制器
AMC爱默信
Parker 派克
Allmotion
集成控制器
ECET
Beijer 北尔
Unitronics
数控系统
DELTA TAU
机器人示教器/控制器
Daincube
集成化电机
Stepper 2 in one(步进电机+驱动器集成产品 )
Moons鸣志
AMP（Applied motion products)
雷赛
Stepper 3 in one(步进电机+驱动器+控制器集成化产品 )
Moons鸣志
AMP（Applied Motion Products）
集成化伺服电机
爱默信（AMC China）
JVL
LS
AMP安普
驱动器
2相步进电机驱动器
Moons鸣志
Mycom脉康
Oriental东方
Allmotion
AMP安普
Phytron GmbH
2相步进电机智能驱动器
Allmotion
交流伺服驱动器
LS
Yaskawa
Panasonic
Sanyo Denki
BECKHOFF
Delta
5相步进电机驱动器
Mycom麦康
Oriental东方
直流有刷电机驱动器
Glentek格兰泰克
AMC爱默信
DDC
Allmotion
直流无刷电机驱动器
AMC爱默信
Glentek格兰泰克
Allmotion
Mistubishi三菱
直流有刷电机线性放大器
Glentek格兰泰克
Trustautomation
直流无刷电机线性放大器
Trustautomation
Glentek格兰泰克
Mitsubishi三菱
Mitsubishi三菱
主轴驱动器
Glentek格兰泰克
陶瓷电机驱动器
Nanomotion
Allmotion
专用驱动器
LUGE
数字伺服驱动器
AMP安普
电机
步进电机
Moons鸣志
Oriental东方
Mycom脉康
Cyclone
Faulhaber
Empire Magnetics
Sanyo Denki三洋
AMP安普
Phytron GmbH
直流有刷电机
Glentek格兰泰克
Sanyo Denki三洋
Metalrota马路达
KOMOTEK
AMC爱默信
Maxon
Faulhaber
直流无刷伺服电机
低压（12/24/36/48/72/96VDC）
Cyclone
LS
Maxon
Faulhaber
交流伺服电机
220VAC
380VAC
120VAC
240VAC
Cyclone
Sanyo Denki
BECKHOFF
AMP安普
液压马达和液压缸
Parker派克
气动马达和气动缸
Parker派克
BECKHOFF倍福
陶瓷电机
Nanomotion
音圈电机
BEI
Moticont
直线电机
Parker 帕克
Etel
Cyclone
Faulhaber
Tecnotion
BECKHOFF倍福
ETEL
力矩电机
Parker 帕克
Etel
Thingap
Cyclone
Tecnotion
ETEL
感应电机
Parker 帕克
Metalrota马路达
压电电机
Faulhaber
多极伺服电机
ECET元茂兴
交流伺服系统
Panasonic
50w（低惯量导线型电机）伺服系统
50w（低惯量连接器型电机）伺服系统
100w（低惯量导线型电机）伺服系统
100w（低惯量连接器型电机）伺服系统
200w（低惯量导线型电机）伺服系统
200w（低惯量连接器型电机）伺服系统
200w（高惯量导线型电机）伺服系统
400w（低惯量导线型电机）伺服系统
400w（低惯量连接器型电机）伺服系统
750w（低惯量导线型电机）伺服系统
750w（低惯量连接器型电机）伺服系统
750w（高惯量导线型电机）伺服系统
750w（高惯量连接器型电机）伺服系统
1kw（低惯量导线型电机）伺服系统
1kw（中惯量导线型电机）伺服系统
1kw（高惯量导线型电机）伺服系统
1.5kw（中惯量连接器型电机）伺服系统
1.5kw（高惯量连接器型电机）伺服系统
1kw（低惯量连接器型电机）伺服系统
1kw（中惯量连接器型电机）伺服系统
1kw（高惯量连接器型电机）伺服系统
1kw（高惯量连接器型电机）伺服系统
1.5kw（低惯量连接器型电机）伺服系统
1.5kw（高惯量导线型电机）伺服系统
2kw（低惯量连接器型电机）伺服系统
2kw（中惯量连接器型电机）伺服系统
2kw（高惯量连接器型电机）伺服系统
3kw（低惯量连接器型电机）伺服系统
3kw（中惯量连接器型电机）伺服系统
3kw（高惯量连接器型电机）伺服系统
4kw(中惯量连接器型电机) 伺服系统
4kw(高惯量连接器型电机) 伺服系统
4kw(低惯量连接器型电机) 伺服系统
5kw(中惯量连接器型电机) 伺服系统
5kw(高惯量连接器型电机) 伺服系统
5kw(低惯量连接器型电机) 伺服系统
7.5kw(中惯量连接器型电机) 伺服系统
400w（高惯量导线型电机）伺服系统
100w（高惯量导线型电机）伺服系统
LS
Yaskawa
Sanyo Denki
DELTA
100w交流伺服系统
200w交流伺服系统
400w交流伺服系统
750w交流伺服系统
1kw交流伺服系统
1.5kw交流伺服系统
2kw交流伺服系统
3kw交流伺服系统
4.5kw交流伺服系统
5.5kw交流伺服系统
7.5kw交流伺服系统
11kw交流伺服系统
15kw交流伺服系统
M系列交流伺服系统
500w交流伺服系统
300w交流伺服系统
600w交流伺服系统
900w交流伺服系统
850w交流伺服系统
Cyclone
电子轮
电子舵轮
Metalrota马路达
电子驱动轮
Metalrota马路达
电子差速轮总成
Metalrota马路达
电动泵
Metalrota马路达
舵轮系统总成
LUGE卧式
LUGE立式
精密传动
减速机
Parker 派克
Apex
Thomson
Cyclone赛科龙
Harmonic
Moog
Faulhaber
Metalrota
BECKHOFF倍福
AMP安普
FAMED
联轴器
Heidenhain海德汉
离合器
研新
三木
制动器
研新
三木
Faulhaber
反馈元件
激光干涉仪
API
Renishaw雷尼绍
旋转编码器
Heidenhain海德汉
Avago
USdigital
CUI
ams
Renishaw雷尼绍
RENCO
NUMERIK JENA
角度编码器
Heidenhain海德汉
RSF
直线光栅尺
Heidenhain海德汉
RSF
Renishaw雷尼绍
Mitutoyo
直线磁栅尺
海德汉Heidenhain
RSF
Renishaw雷尼绍
长度计
Heidenhain海德汉
圆光栅尺
Heidenhain海德汉
RSF
Renishaw雷尼绍
圆磁栅
Heidenhain海德汉
RSF
Renishaw雷尼绍
旋转变压器
Moog
Tamagawa多摩川
LTN
Phytron GmbH
测速机
Glentek格兰泰克
增量式编码器
Sick
Renishaw雷尼绍
RENCO
NUMERIK JENA
LEINE&LINDE
绝对式编码器
Heidwnhain海德汉
Sick
Renishaw雷尼绍
NUMERIK JENA
LEINE&LINDE
RSF
拉线编码器
Sick
线性编码器
Sick
NUMERIK JENA
LEINE&LINDE
RSF
视觉系统
Microscan
Cognex
传感器
Acal BFi
ATI
Robotiq
Silicon Sensing
Sensonor
Posital TILTIX
SICK
PI
DigiPas
线性执行器
电动缸
Parker 派克
Thomson
夹持器
schunk雄克
电动推杆
Transmotec
Thomson
同步齿形带驱动的线性执行器
Parker 派克
Thomson
滚珠丝杆驱动的线性执行器
Parker 派克
Thomson
音圈电机驱动的线性执行器
Smac
H2W
Faulhaber
BECKHOFF
Phytron GmbH
精密定位平台
定制化的精密定位平台
ECET Bayside
直线电机驱动的精密定位平台
Parker 派克
ECET Bayside
丝杠驱动的精密定位平台
Parker 派克
Thomson
陶瓷电机驱动的精密定位平台
Nanomotion
音圈电机驱动的直线定位平台
SMAC
DD马达精密转台
Cyclone赛科龙
LS
机器人
龙门机器人系统
Parker 派克
单/多轴直角坐标机器人
Parker 派克
多关节机器人
Adept
Universal Robot
并联机器人
Adept
ECET元茂兴
SCARA机器人
Adept
Delta机器人
Adept
复合机器人
iRobot
AGV
新松
RGV
新松
电动叉车
新松
BYLER
仿生机器人
BostonDynamics
服务机器人
iRobot
机器人工具
ATI
附件
通讯接口
DDC
RS-232/422/485转Ethernet & Wi-Fi
KSH
SanyoDenki三洋
AMP安普
HMS
变压器
滤波器
Schaffner
电抗器
供电电源
电源管理卡和电流分配器
ECET
AMP安普
Phytron GmbH
刹车电阻
电缆
MS连接器
Glentek驱动器配件
Glentek
Glentek
Heidenhain海德汉
Allmotion
SanyoDenki三洋
AMP安普
HMS
分流稳压器
Renishaw配件
Allmotion配件
电路保护器
LUGE
SanyoDenki附件
AMP安普配件
备件库存
Glentek
Copley Controls
BAYSIDE
安川
松下
DELTA TAU
MYCOM
备件库存_使用过产品
PARKER
备件库存_开箱产品
备件库存_停产产品
备件库存_崭新积压产品
备件库存_翻新产品
备件库存_退役产品
FANUC
Mitsubishi
Siemens
Kollmorgen
Beckhoff
维修中心-维修服务
RENISHAW
Heidenhain
Elmo
AB(Rockwell)
Thomson
LENZE
B&R
滑环
LTN
教学设备
机电一体化教学设备
ECET元茂兴
自动控制原理教学设备
ECP





























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































